url,city,state,street-address,zipcode,sqft,price,price/sqft
/realestateandhomes-detail/8212-Winsford-Ave_Los-Angeles_CA_90045_M12148-93223,Los-Angeles,CA,8212 Winsford Ave,90045,"1,962sqft","$1,595,000 ",$813 
/realestateandhomes-detail/901-S-Flower-St-Unit-307_Los-Angeles_CA_90015_M11377-75037,Los-Angeles,CA,901 S Flower St Unit 307,90015,"1,689sqft","$1,050,000 ",$622 
/realestateandhomes-detail/2339-Silver-Ridge-Ave_Los-Angeles_CA_90039_M28573-99084,Los-Angeles,CA,2339 Silver Ridge Ave,90039,"2,780sqft","$3,499,000 ","$1,259 "
/realestateandhomes-detail/312-W-5th-St-Apt-907_Los-Angeles_CA_90013_M27321-85059,Los-Angeles,CA,312 W 5th St Apt 907,90013,860sqft,"$439,999 ",$512 
/realestateandhomes-detail/1232-Hyperion-Ave_Los-Angeles_CA_90029_M25087-01660,Los-Angeles,CA,1232 Hyperion Ave,90029,"1,470sqft","$1,500,000 ","$1,020 "
/realestateandhomes-detail/1420-S-Bundy-Dr-Apt-205_Los-Angeles_CA_90025_M19203-69154,Los-Angeles,CA,1420 S Bundy Dr Apt 205,90025,"1,710sqft","$1,179,000 ",$689 
/realestateandhomes-detail/2626-Raymond-Ave_Los-Angeles_CA_90007_M23091-16034,Los-Angeles,CA,2626 Raymond Ave,90007,"5,326sqft","$1,200,000 ",$225 
/realestateandhomes-detail/748-N-Hudson-Ave-Apt-3_Los-Angeles_CA_90038_M24929-26794,Los-Angeles,CA,748 N Hudson Ave,90038,"5,876sqft","$2,900,000 ",$494 
/realestateandhomes-detail/820-S-Wilton-Pl-Unit-201_Los-Angeles_CA_90005_M96435-98505,Los-Angeles,CA,820 S Wilton Pl Unit 201,90005,"1,473sqft","$898,000 ",$610 
/realestateandhomes-detail/446-Crane-Blvd_Los-Angeles_CA_90065_M12383-68840,Los-Angeles,CA,446 Crane Blvd,90065,"1,138sqft","$999,000 ",$878 
/realestateandhomes-detail/3556-Multiview-Dr_Los-Angeles_CA_90068_M21434-39266,Los-Angeles,CA,3556 Multiview Dr,90068,"5,720sqft","$4,149,000 ",$725 
/realestateandhomes-detail/1568-Murray-Cir_Los-Angeles_CA_90026_M24980-06335,Los-Angeles,CA,1568 Murray Cir,90026,"3,136sqft","$2,395,000 ",$764 
/realestateandhomes-detail/10580-Wilshire-Blvd-Apt-12SW_Los-Angeles_CA_90024_M17636-47705,Los-Angeles,CA,10580 SW Wilshire Blvd Unit 12SW,90024,"2,757sqft","$2,798,000 ","$1,015 "
/realestateandhomes-detail/10501-Wilshire-Blvd-Unit-2003_Los-Angeles_CA_90024_M18602-36537,Los-Angeles,CA,10501 Wilshire Blvd Unit 2003,90024,"1,180sqft","$1,199,000 ","$1,016 "
/realestateandhomes-detail/4201-Woodlawn-Ave_Los-Angeles_CA_90011_M25205-11815,Los-Angeles,CA,4201 Woodlawn Ave,90011,"1,638sqft","$900,000 ",$549 
/realestateandhomes-detail/10580-Wilshire-Blvd-Apt-4S_Los-Angeles_CA_90024_M24465-00429,Los-Angeles,CA,10580 Wilshire Blvd Apt 4S,90024,"2,560sqft","$1,595,000 ",$623 
/realestateandhomes-detail/3231-Cheviot-Vista-Pl-Apt-302_Los-Angeles_CA_90034_M20810-31407,Los-Angeles,CA,3231 Cheviot Vista Pl Apt 302,90034,"1,035sqft","$799,000 ",$772 
/realestateandhomes-detail/8640-Holmes-Ave_Los-Angeles_CA_90002_M18303-67380,Los-Angeles,CA,8640 Holmes Ave,90002,"2,236sqft","$739,000 ",$331 
/realestateandhomes-detail/130-S-Hewitt-St-Apt-20_Los-Angeles_CA_90012_M22077-56551,Los-Angeles,CA,130 S Hewitt St Apt 20,90012,"1,260sqft","$929,000 ",$737 
/realestateandhomes-detail/7570-Shore-Cliff-Dr_Los-Angeles_CA_90045_M15076-26798,Los-Angeles,CA,7570 Shore Cliff Dr,90045,"4,105sqft","$3,099,000 ",$755 
/realestateandhomes-detail/1041-Dexter-St_Los-Angeles_CA_90042_M14408-34706,Los-Angeles,CA,1041 Dexter St,90042,"2,453sqft","$1,850,000 ",$754 
/realestateandhomes-detail/1875-W-Adams-Blvd_Los-Angeles_CA_90018_M13971-29979,Los-Angeles,CA,1875 W Adams Blvd,90018,"9,702sqft","$2,998,000 ",$309 
/realestateandhomes-detail/525-S-Ardmore-Ave-Apt-343_Los-Angeles_CA_90020_M18135-31397,Los-Angeles,CA,525 S Ardmore Ave Apt 343,90020,368sqft,"$265,000 ",$720 
/realestateandhomes-detail/1368-E-49th-St_Los-Angeles_CA_90011_M24555-20012,Los-Angeles,CA,1368 E 49th St,90011,"1,702sqft","$590,000 ",$347 
/realestateandhomes-detail/866-E-52nd-St_Los-Angeles_CA_90011_M22938-97620,Los-Angeles,CA,866 E 52nd St Unit 866,90011,"1,568sqft","$725,000 ",$462 
/realestateandhomes-detail/6419-S-Holt-Ave_Los-Angeles_CA_90056_M11803-84960,Los-Angeles,CA,6419 S Holt Ave,90056,"3,598sqft","$2,998,000 ",$833 
/realestateandhomes-detail/4225-Van-Buren-Pl_Los-Angeles_CA_90037_M23177-96461,Los-Angeles,CA,4225 Van Buren Pl,90037,"1,645sqft","$925,000 ",$562 
/realestateandhomes-detail/1100-S-Lucerne-Blvd_Los-Angeles_CA_90019_M20068-00799,Los-Angeles,CA,1100 S Lucerne Blvd,90019,"3,048sqft","$2,495,000 ",$819 
/realestateandhomes-detail/1329-E-100th-St_Los-Angeles_CA_90002_M93357-68617,Los-Angeles,CA,1329 E 100th St,90002,"1,996sqft","$799,999 ",$401 
/realestateandhomes-detail/1147-N-Hudson-Ave_Los-Angeles_CA_90038_M10496-15617,Los-Angeles,CA,1147 N Hudson Ave,90038,"1,044sqft","$1,399,999 ","$1,341 "
/realestateandhomes-detail/6062-Fountain-Ave_Los-Angeles_CA_90028_M24865-91584,Los-Angeles,CA,6062 Fountain Ave,90028,672sqft,"$825,000 ","$1,228 "
/realestateandhomes-detail/353-S-Hoover-St_Los-Angeles_CA_90020_M17639-30428,Los-Angeles,CA,353 S Hoover St,90020,"2,875sqft","$1,999,999 ",$696 
/realestateandhomes-detail/2136-Dean-Cir_Los-Angeles_CA_90049_M17244-85391,Los-Angeles,CA,2136 Dean Cir,90049,"5,015sqft","$2,750,000 ",$548 
/realestateandhomes-detail/4816-7th-Ave_Los-Angeles_CA_90043_M21231-93709,Los-Angeles,CA,4816 7th Ave,90043,"2,208sqft","$1,200,000 ",$543 
/realestateandhomes-detail/16375-Sloan-Dr_Los-Angeles_CA_90049_M16783-87420,Los-Angeles,CA,16375 Sloan Dr,90049,"4,146sqft","$3,280,000 ",$791 
/realestateandhomes-detail/534-W-91st-St_Los-Angeles_CA_90044_M16943-46689,Los-Angeles,CA,534 W 91st St,90044,"1,608sqft","$719,000 ",$447 
/realestateandhomes-detail/3545-Hillcrest-Dr_Los-Angeles_CA_90016_M10097-13241,Los-Angeles,CA,3545 Hillcrest Dr,90016,"1,012sqft","$1,203,540 ","$1,189 "
/realestateandhomes-detail/10463-Le-Conte-Ave_Los-Angeles_CA_90024_M14096-36815,Los-Angeles,CA,10463 Le Conte Ave,90024,"2,854sqft","$3,999,000 ","$1,401 "
/realestateandhomes-detail/657-W-66th-St_Los-Angeles_CA_90044_M29424-31742,Los-Angeles,CA,657 W 66th St,90044,560sqft,"$400,000 ",$714 
/realestateandhomes-detail/6006-W-74th-St_Los-Angeles_CA_90045_M12380-72639,Los-Angeles,CA,6006 W 74th St,90045,"1,580sqft","$1,290,000 ",$816 
/realestateandhomes-detail/4611-Clarissa-Ave_Los-Angeles_CA_90027_M15360-37817,Los-Angeles,CA,4611 Clarissa Ave,90027,"1,381sqft","$1,099,000 ",$796 
/realestateandhomes-detail/5013-Huntington-Dr-N_Los-Angeles_CA_90032_M19559-10042,Los-Angeles,CA,5013 Huntington Dr N,90032,"1,172sqft","$1,200,000 ","$1,024 "
/realestateandhomes-detail/1348-E-Vernon-Ave_Los-Angeles_CA_90011_M23805-40936,Los-Angeles,CA,1348 E Vernon Ave,90011,"5,927sqft","$2,500,000 ",$422 
/realestateandhomes-detail/11645-Montana-Ave-Apt-220_Los-Angeles_CA_90049_M26002-83677,Los-Angeles,CA,11645 Montana Ave Apt 220,90049,"1,247sqft","$789,900 ",$633 
/realestateandhomes-detail/6250-Hollywood-Blvd-Unit-7N_Los-Angeles_CA_90028_M12963-78888,Los-Angeles,CA,6250 Hollywood Blvd Unit 7N,90028,"1,590sqft","$849,000 ",$534 
/realestateandhomes-detail/3808-Franklin-Ave_Los-Angeles_CA_90027_M26157-66713,Los-Angeles,CA,3808 Franklin Ave,90027,"3,219sqft","$2,999,999 ",$932 
/realestateandhomes-detail/1975-Exposition-Blvd_Los-Angeles_CA_90018_M28919-90103,Los-Angeles,CA,1975 Exposition Blvd,90018,"1,308sqft","$649,000 ",$496 
/realestateandhomes-detail/2927-8th-Ave_Los-Angeles_CA_90018_M11729-00803,Los-Angeles,CA,2927 8th Ave,90018,"2,200sqft","$1,389,000 ",$631 
/realestateandhomes-detail/1913-Canterbury-St-Unit-1_Austin_TX_78702_M95832-85710,Austin,TX,1913 Canterbury St Units 1 & 2,78702,"3,066sqft","$2,440,000 ",$796 
/realestateandhomes-detail/4302-Glomar-Ave_Austin_TX_78721_M78313-35499,Austin,TX,4302 Glomar Ave,78721,"1,284sqft","$545,000 ",$424 
/realestateandhomes-detail/5505-Chadwyck-Dr_Austin_TX_78723_M84155-05041,Austin,TX,5505 Chadwyck Dr,78723,"1,816sqft","$500,000 ",$275 
/realestateandhomes-detail/2610-Northeast-Dr_Austin_TX_78723_M89425-78390,Austin,TX,2610 Northeast Dr,78723,"1,939sqft","$625,000 ",$322 
/realestateandhomes-detail/5817-Daly-Dr_Austin_TX_78747_M71844-09190,Austin,TX,5817 Daly Dr,78747,"2,174sqft","$480,000 ",$221 
/realestateandhomes-detail/1616-Sunterro_Austin_TX_78727_M86142-81027,Austin,TX,1616 Sunterro,78727,"2,484sqft","$599,000 ",$241 
/realestateandhomes-detail/2901-Del-Curto-Rd_Austin_TX_78704_M71744-43655,Austin,TX,2901 Del Curto Rd,78704,952sqft,"$1,500,000 ","$1,576 "
/realestateandhomes-detail/4808-Peralta-Ln_Austin_TX_78735_M70698-33323,Austin,TX,4808 Peralta Ln,78735,"5,237sqft","$5,450,000 ","$1,041 "
/realestateandhomes-detail/6901-Windrift-Way_Austin_TX_78745_M80583-91812,Austin,TX,6901 Windrift Way,78745,"1,212sqft","$625,000 ",$516 
/realestateandhomes-detail/3106-Fontana-Dr-B_Austin_TX_78704_M73009-30682,Austin,TX,3106 Fontana Dr Unit B,78704,"1,987sqft","$1,225,000 ",$617 
/realestateandhomes-detail/11429-Hillhaven-Dr_Austin_TX_78748_M85243-91050,Austin,TX,11429 Hillhaven Dr,78748,"2,174sqft","$545,000 ",$251 
/realestateandhomes-detail/1407-W-9th-St_Austin_TX_78703_M78405-97048,Austin,TX,1407 W 9th St,78703,"2,905sqft","$2,250,000 ",$775 
/realestateandhomes-detail/10008-Quail-Valley-Blvd_Austin_TX_78758_M86054-26805,Austin,TX,10008 Quail Valley Blvd,78758,"1,706sqft","$450,000 ",$264 
/realestateandhomes-detail/8109-Cache-Dr_Austin_TX_78749_M77369-73058,Austin,TX,8109 Cache Dr,78749,"1,507sqft","$469,000 ",$311 
/realestateandhomes-detail/5516-Joe-Sayers-Ave_Austin_TX_78756_M81598-41599,Austin,TX,5516 Joe Sayers Ave,78756,"1,425sqft","$699,000 ",$491 
/realestateandhomes-detail/9407-Marsh-Dr_Austin_TX_78748_M86211-97635,Austin,TX,9407 Marsh Dr,78748,"1,256sqft","$425,000 ",$338 
/realestateandhomes-detail/190-Manchester-Ln_Austin_TX_78737_M79336-36778,Austin,TX,190 Manchester Ln,78737,"2,064sqft","$589,000 ",$285 
/realestateandhomes-detail/9550-Savannah-Ridge-Dr-Unit-27_Austin_TX_78726_M85309-27751,Austin,TX,9550 Savannah Ridge Dr Unit 27,78726,"2,579sqft","$750,000 ",$291 
/realestateandhomes-detail/108-Cartwheel-Bnd_Austin_TX_78738_M83234-97261,Austin,TX,108 Cartwheel Bnd,78738,"1,775sqft","$684,900 ",$386 
/realestateandhomes-detail/507-Hammack-Dr-1_Austin_TX_78752_M95036-76938,Austin,TX,507 Hammack Dr Unit 1,78752,832sqft,"$389,000 ",$468 
/realestateandhomes-detail/11709-Oak-Knoll-Dr_Austin_TX_78759_M76410-27593,Austin,TX,11709 Oak Knoll Dr,78759,"1,600sqft","$585,000 ",$366 
/realestateandhomes-detail/2000-Greenwood-Ave-A_Austin_TX_78723_M97706-20893,Austin,TX,2000 Greenwood Ave Unit A,78723,"1,927sqft","$1,099,000 ",$570 
/realestateandhomes-detail/3809-Spicewood-Springs-Rd-Apt-231_Austin_TX_78759_M86993-16161,Austin,TX,3809 Spicewood Springs Rd Apt 231,78759,"1,041sqft","$420,000 ",$403 
/realestateandhomes-detail/10116-Crescendo-Ln_Austin_TX_78747_M72108-15733,Austin,TX,10116 Crescendo Ln,78747,"1,363sqft","$410,000 ",$301 
/realestateandhomes-detail/7212-Marywood-Cir_Austin_TX_78723_M71399-99072,Austin,TX,7212 Marywood Cir,78723,"2,410sqft","$763,000 ",$317 
/realestateandhomes-detail/7021-Auckland-Dr_Austin_TX_78749_M75089-15455,Austin,TX,7021 Auckland Dr,78749,"2,003sqft","$735,000 ",$367 
/realestateandhomes-detail/2620-Choctaw-Trl_Austin_TX_78745_M70988-94890,Austin,TX,2620 Choctaw Trl,78745,"2,245sqft","$650,000 ",$290 
/realestateandhomes-detail/2512-Cockburn-Dr_Austin_TX_78745_M85992-50624,Austin,TX,2512 Cockburn Dr,78745,"1,395sqft","$575,000 ",$412 
/realestateandhomes-detail/5000-Highland-Ct_Austin_TX_78731_M84499-81112,Austin,TX,5000 Highland Ct,78731,"1,826sqft","$850,000 ",$465 
/realestateandhomes-detail/4804-Blueberry-Trl_Austin_TX_78723_M78585-88275,Austin,TX,4804 Blueberry Trl,78723,"1,620sqft","$560,000 ",$346 
/realestateandhomes-detail/13513-Piping-Plover-Dr_Austin_TX_78729_M84892-63725,Austin,TX,13513 Piping Plover Dr,78729,"1,459sqft","$425,000 ",$291 
/realestateandhomes-detail/10602-Mourning-Dove-Dr_Austin_TX_78750_M79092-80870,Austin,TX,10602 Mourning Dove Dr,78750,"1,956sqft","$725,000 ",$371 
/realestateandhomes-detail/1505-Quaker-Ridge-Dr_Austin_TX_78746_M80157-16530,Austin,TX,1505 Quaker Ridge Dr,78746,"2,090sqft","$1,296,500 ",$620 
/realestateandhomes-detail/110-Academy-Dr-Unit-32_Austin_TX_78704_M94246-54656,Austin,TX,110 Academy Dr Unit 32,78704,"2,780sqft","$3,800,000 ","$1,367 "
/realestateandhomes-detail/2611-Howellwood-Way_Austin_TX_78748_M87705-21228,Austin,TX,2611 Howellwood Way,78748,"2,086sqft","$799,000 ",$383 
/realestateandhomes-detail/2611-Howellwood-Way-A_Austin_TX_78748_M90034-06604,Austin,TX,2611 Howellwood Way Unit A,78748,"1,043sqft","$399,000 ",$383 
/realestateandhomes-detail/8605-Barrow-Glen-Loop_Austin_TX_78749_M85272-23261,Austin,TX,8605 Barrow Glen Loop,78749,"2,207sqft","$660,000 ",$299 
/realestateandhomes-detail/4116-Threadgill-St_Austin_TX_78723_M71720-23784,Austin,TX,4116 Threadgill St,78723,"1,556sqft","$875,000 ",$562 
/realestateandhomes-detail/7412-Oak-Shores-Dr_Austin_TX_78730_M86655-96047,Austin,TX,7412 Oak Shores Dr,78730,"3,814sqft","$2,300,000 ",$603 
/realestateandhomes-detail/5017-Ingersoll-Ln_Austin_TX_78744_M70682-36237,Austin,TX,5017 Ingersoll Ln,78744,"1,847sqft","$499,999 ",$271 
/realestateandhomes-detail/5519-Mc-Carty-Ln_Austin_TX_78749_M89530-42414,Austin,TX,5519 Mc Carty Ln,78749,"1,918sqft","$925,000 ",$482 
/realestateandhomes-detail/2611-Howellwood-Way-B_Austin_TX_78748_M97447-09566,Austin,TX,2611 Howellwood Way Unit B,78748,"1,043sqft","$399,000 ",$383 
/realestateandhomes-detail/11304-Maidenstone-Dr_Austin_TX_78759_M74748-46344,Austin,TX,11304 Maidenstone Dr,78759,"1,440sqft","$549,000 ",$381 
/realestateandhomes-detail/1307-W-Rundberg-Ln-AB_Austin_TX_78758_M94769-12479,Austin,TX,1307 W Rundberg /B Ln Unit A,78758,"2,166sqft","$449,000 ",$207 
/realestateandhomes-detail/4009-Alexandria-Dr_Austin_TX_78749_M71488-57513,Austin,TX,4009 Alexandria Dr,78749,"1,581sqft","$499,500 ",$316 
/realestateandhomes-detail/3504-Charles-St_Austin_TX_78702_M79985-02813,Austin,TX,3504 Charles St,78702,672sqft,"$380,000 ",$565 
/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299,Austin,TX,2811 Vernon Ave,78723,"2,548sqft","$675,000 ",$265 
/realestateandhomes-detail/8000-Willet-Trl_Austin_TX_78745_M75334-21924,Austin,TX,8000 Willet Trl,78745,"1,528sqft","$625,000 ",$409 
/realestateandhomes-detail/7008-Zachary-Dr_Austin_TX_78724_M84743-30108,Austin,TX,7008 Zachary Dr,78724,"2,153sqft","$665,000 ",$309 
/realestateandhomes-detail/6801-Beckett-Rd-Unit-114R_Austin_TX_78749_M81759-93129,Austin,TX,6801 Beckett Rd Unit 114R,78749,"1,027sqft","$375,000 ",$365 
/realestateandhomes-detail/3138-Montwood-Trl_Austin_TX_78748_M81443-31263,Austin,TX,3138 Montwood Trl,78748,"2,485sqft","$750,000 ",$302 
/realestateandhomes-detail/2811-Vernon-Ave_Austin_TX_78723_M86381-18299,Austin,TX,2811 Vernon Ave,78723,"2,548sqft","$675,000 ",$265 
/realestateandhomes-detail/7008-Zachary-Dr_Austin_TX_78724_M84743-30108,Austin,TX,7008 Zachary Dr,78724,"2,153sqft","$665,000 ",$309 
/realestateandhomes-detail/2611-Howellwood-Way-B_Austin_TX_78748_M97447-09566,Austin,TX,2611 Howellwood Way Unit B,78748,"1,043sqft","$399,000 ",$383 
/realestateandhomes-detail/305-Celery-Loop_Austin_TX_78748_M76175-60688,Austin,TX,305 Celery Loop,78748,"2,232sqft","$515,000 ",$231 
/realestateandhomes-detail/11509-April-Dr_Austin_TX_78753_M82771-99206,Austin,TX,11509 April Dr,78753,"1,671sqft","$650,000 ",$389 
/realestateandhomes-detail/1307-W-Rundberg-Ln-AB_Austin_TX_78758_M94769-12479,Austin,TX,1307 W Rundberg /B Ln Unit A,78758,"2,166sqft","$449,000 ",$207 
/realestateandhomes-detail/904-West-Ave-Ste-207_Austin_TX_78701_M81981-53921,Austin,TX,904 West Ave Ste 207,78701,744sqft,"$425,000 ",$571 
/realestateandhomes-detail/The-Reynolds-890_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609547,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"2,812sqft","$599,990 ",$213 
/realestateandhomes-detail/4208-Avenue-C_Austin_TX_78751_M87767-61087,Austin,TX,4208 Avenue C,78751,888sqft,"$750,000 ",$845 
/realestateandhomes-detail/The-Winedale-880_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609546,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"2,585sqft","$542,990 ",$210 
/realestateandhomes-detail/2501-Inwood-Pl_Austin_TX_78703_M74560-10412,Austin,TX,2501 Inwood Pl,78703,"1,352sqft","$2,750,000 ","$2,034 "
/realestateandhomes-detail/5304-Lake-Mist_Austin_TX_78734_M82940-89452,Austin,TX,5304 Lake Mist,78734,"2,358sqft","$679,900 ",$288 
/realestateandhomes-detail/4009-Alexandria-Dr_Austin_TX_78749_M71488-57513,Austin,TX,4009 Alexandria Dr,78749,"1,581sqft","$499,500 ",$316 
/realestateandhomes-detail/10752-Bramblecrest-Dr_Austin_TX_78726_M76689-93130,Austin,TX,10752 Bramblecrest Dr,78726,"4,151sqft","$1,590,000 ",$383 
/realestateandhomes-detail/5318-Atascosa-Dr_Austin_TX_78744_M75115-58189,Austin,TX,5318 Atascosa Dr,78744,"1,784sqft","$550,000 ",$308 
/realestateandhomes-detail/5602-Woodrow-Ave-Apt-104_Austin_TX_78756_M73643-40046,Austin,TX,5602 Woodrow Ave Apt 104,78756,745sqft,"$360,000 ",$483 
/realestateandhomes-detail/8000-Willet-Trl_Austin_TX_78745_M75334-21924,Austin,TX,8000 Willet Trl,78745,"1,528sqft","$625,000 ",$409 
/realestateandhomes-detail/11304-Maidenstone-Dr_Austin_TX_78759_M74748-46344,Austin,TX,11304 Maidenstone Dr,78759,"1,440sqft","$549,000 ",$381 
/realestateandhomes-detail/6824-Hansa-Loop_Austin_TX_78739_M78338-78999,Austin,TX,6824 Hansa Loop,78739,"3,109sqft","$898,900 ",$289 
/realestateandhomes-detail/5304-Avenue-H_Austin_TX_78751_M76910-36042,Austin,TX,5304 Avenue H,78751,"2,499sqft","$1,790,000 ",$716 
/realestateandhomes-detail/The-McCoy-860_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609548,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"2,279sqft","$556,990 ",$244 
/realestateandhomes-detail/201-Cloudview-Dr_Austin_TX_78745_M72372-35362,Austin,TX,201 Cloudview Dr,78745,"1,479sqft","$600,000 ",$406 
/realestateandhomes-detail/The-Matador-870_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609549,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"2,334sqft","$569,990 ",$244 
/realestateandhomes-detail/11209-Blackmoor-Dr_Austin_TX_78759_M82564-20401,Austin,TX,11209 Blackmoor Dr,78759,"1,833sqft","$699,000 ",$381 
/realestateandhomes-detail/The-Channing-850_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609542,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"2,030sqft","$544,990 ",$268 
/realestateandhomes-detail/The-Callaghan-830_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609545,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"1,688sqft","$520,990 ",$309 
/realestateandhomes-detail/640-Twelve-Oaks-Ln_Austin_TX_78704_M80345-34241,Austin,TX,640 Twelve Oaks Ln,78704,"2,636sqft","$1,100,000 ",$417 
/realestateandhomes-detail/2717-Saint-Edwards-Cir_Austin_TX_78704_M85111-91202,Austin,TX,2717 Saint Edwards Cir,78704,"1,904sqft","$825,000 ",$433 
/realestateandhomes-detail/The-Briscoe-820_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609543,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"1,479sqft","$495,990 ",$335 
/realestateandhomes-detail/The-Braman-810_Copperstone_12004-Copperstone-Ave_Austin_TX_78748_P417000609544,Austin,TX,Sales Office: 12004 Copperstone Ave.,78748,"1,363sqft","$453,990 ",$333 
/realestateandhomes-detail/1132-Reagan-Ter-1_Austin_TX_78704_M81347-29153,Austin,TX,1132 Reagan Ter Unit 1,78704,"1,270sqft","$749,000 ",$590 
/realestateandhomes-detail/15405-Shady-Ln_Austin_TX_78717_M72240-41138,Austin,TX,15405 Shady Ln,78717,"2,063sqft","$550,000 ",$267 
/realestateandhomes-detail/9100-Alex-Ln_Austin_TX_78748_M75226-94008,Austin,TX,9100 Alex Ln,78748,"1,950sqft","$514,900 ",$264 
/realestateandhomes-detail/1606-Airedale-Rd-2604_Austin_TX_78748_M70934-05758,Austin,TX,1606 Airedale Rd Unit 2604,78748,"1,329sqft","$365,000 ",$275 
/realestateandhomes-detail/11903-Oak-Trl_Austin_TX_78753_M84015-55656,Austin,TX,11903 Oak Trl,78753,"1,867sqft","$625,000 ",$335 
/realestateandhomes-detail/11012-Fonso-Ln_Austin_TX_78748_M78878-83127,Austin,TX,11012 Fonso Ln,78748,"2,293sqft","$597,000 ",$260 
/realestateandhomes-detail/5105-Woodrow-Ave_Austin_TX_78756_M78531-42892,Austin,TX,5105 Woodrow Ave,78756,896sqft,"$695,000 ",$776 
/realestateandhomes-detail/10414-Quail-Ridge-Dr_Austin_TX_78758_M74977-97090,Austin,TX,10414 Quail Ridge Dr,78758,"1,224sqft","$599,000 ",$489 
/realestateandhomes-detail/12021-Cimaizon-Dr_Austin_TX_78725_M94789-62277,Austin,TX,12021 Cimaizon Dr,78725,"1,922sqft","$515,000 ",$268 
/realestateandhomes-detail/8901-Corran-Ferry-Dr_Austin_TX_78749_M83294-64278,Austin,TX,8901 Corran Ferry Dr,78749,"1,945sqft","$590,000 ",$303 
/realestateandhomes-detail/6406-Capriola-Dr_Austin_TX_78745_M80371-38852,Austin,TX,6406 Capriola Dr,78745,"1,098sqft","$474,000 ",$432 
/realestateandhomes-detail/1509-Cattle-Trl_Austin_TX_78748_M85536-34481,Austin,TX,1509 Cattle Trl,78748,"1,848sqft","$679,000 ",$367 
/realestateandhomes-detail/8003-Castle-Peake-Trl_Austin_TX_78726_M87742-98386,Austin,TX,8003 Castle Peake Trl,78726,"3,016sqft","$715,000 ",$237 
/realestateandhomes-detail/2300-Inverrary-Cir_Austin_TX_78747_M87574-52254,Austin,TX,2300 Inverrary Cir,78747,"3,628sqft","$1,450,000 ",$400 
/realestateandhomes-detail/1916-E-M-Franklin-Ave-Unit-B_Austin_TX_78723_M82253-24034,Austin,TX,1916 E M Franklin Ave Unit B,78723,"2,295sqft","$1,175,000 ",$512 
/realestateandhomes-detail/9905-Woodlake-Cv_Austin_TX_78733_M81796-31221,Austin,TX,9905 Woodlake Cv,78733,"1,485sqft","$849,900 ",$572 
/realestateandhomes-detail/5507-Oakwood-Cv-B_Austin_TX_78731_M88176-29932,Austin,TX,5507 Oakwood Cv Unit B,78731,"2,412sqft","$825,000 ",$342 
/realestateandhomes-detail/Plan-224_Parten-75ft-lots_359-Cistern-Way_Austin_TX_78737_P417000676878,Austin,TX,Sales Office: 359 Cistern Way,78737,"3,975sqft","$970,990 ",$244 
/realestateandhomes-detail/8214-35th-Ave-SW_Seattle_WA_98126_M10193-15105,Seattle,WA,8214 35th Ave SW,98126,"1,780sqft","$650,000 ",$365 
/realestateandhomes-detail/11158-Beacon-Ave-S_Seattle_WA_98178_M29192-03014,Seattle,WA,11158 Beacon Ave S,98178,770sqft,"$560,000 ",$727 
/realestateandhomes-detail/6031-52nd-Ave-NE_Seattle_WA_98115_M14746-05200,Seattle,WA,6031 52nd Ave NE,98115,"2,634sqft","$1,525,000 ",$579 
/realestateandhomes-detail/7026-6th-Ave-NW_Seattle_WA_98117_M28978-62927,Seattle,WA,7026 6th Ave NW,98117,"2,230sqft","$1,090,000 ",$489 
/realestateandhomes-detail/2920-SW-Raymond-St-1103_Seattle_WA_98126_M98967-65848,Seattle,WA,2920 SW Raymond St Unit 1103,98126,"1,681sqft","$595,000 ",$354 
/realestateandhomes-detail/2015-Terry-Ave-Apt-207_Seattle_WA_98121_M26102-05007,Seattle,WA,2015 Terry Ave Apt 207,98121,648sqft,"$409,000 ",$631 
/realestateandhomes-detail/2528-SW-112th-St_Seattle_WA_98146_M16009-69640,Seattle,WA,2528 SW 112th St,98146,"3,950sqft","$985,000 ",$249 
/realestateandhomes-detail/2043B-NW-64th-St_Seattle_WA_98107_M19265-24270,Seattle,WA,2043 NW 64th St Unit B,98107,"1,346sqft","$899,000 ",$668 
/realestateandhomes-detail/514-N-137th-St_Seattle_WA_98133_M21789-40624,Seattle,WA,514 N 137th St,98133,"2,020sqft","$895,000 ",$443 
/realestateandhomes-detail/10319-Midvale-Ave-N-Apt-A_Seattle_WA_98133_M22754-09706,Seattle,WA,10319 Midvale Ave N Apt A,98133,"1,320sqft","$585,000 ",$443 
